App Name,App Id,Category,Price ($),Rating,Downloads,Content Rating,Developer Id,Minimum Android,Last Updated,Editors Choice,Success Rate
12123.0,28059.0,8.0,0.0,3.0,115627,1.0,9311.0,18.0,2228.0,False,1
13789.0,17695.0,17.0,0.0,4.8,7561,1.0,6400.0,27.0,1643.0,False,3
5234.0,921.0,6.0,0.0,2.3,12081,1.0,2064.0,17.0,25.0,False,1
15173.0,1515.0,0.0,0.0,2.3,3081,1.0,2672.0,30.0,1027.0,False,1
6561.0,27658.0,8.0,0.0,3.9,21778,1.0,5085.0,27.0,1996.0,False,2
3164.0,23043.0,16.0,0.0,4.4,40952,1.0,7332.0,18.0,1682.0,False,3
26951.0,14481.0,13.0,0.0,2.8,78792,1.0,20740.0,27.0,1637.0,False,1
3071.0,25791.0,5.0,0.0,4.0,26977,1.0,8383.0,25.0,772.0,False,2
17785.0,16994.0,12.0,0.0,4.9,2018,1.0,17187.0,18.0,1571.0,False,3
9277.0,12129.0,10.0,0.0,4.0,63665,2.0,9417.0,28.0,274.0,False,2
27534.0,6771.0,10.0,0.0,4.2,14723,2.0,3974.0,24.0,1923.0,False,3
5834.0,19976.0,10.0,0.0,3.6,109694,1.0,23490.0,9.0,2526.0,False,2
13450.0,5340.0,10.0,0.0,3.8,25924,0.0,2394.0,18.0,2460.0,False,2
7560.0,7089.0,20.0,0.0,4.9,1077,1.0,22523.0,24.0,2602.0,False,3
20373.0,18417.0,21.0,0.0,3.2,149844,1.0,15933.0,27.0,1336.0,False,1
16280.0,25893.0,12.0,0.0,1.9,12626,1.0,1833.0,18.0,2668.0,False,1
26661.0,911.0,21.0,0.0,2.1,220820,1.0,20556.0,18.0,846.0,False,1
452.0,12060.0,20.0,0.0,2.9,18004,1.0,9171.0,24.0,1629.0,False,1
10117.0,22519.0,2.0,0.0,4.3,4634633,1.0,23688.0,24.0,1176.0,False,3
9941.0,25159.0,6.0,0.0,2.9,17089,0.0,17319.0,24.0,1094.0,False,1
21928.0,20818.0,10.0,0.0,4.1,4802329,2.0,18547.0,34.0,1621.0,False,3
24135.0,25069.0,1.0,0.0,3.7,462800,1.0,14476.0,18.0,1582.0,False,2
15123.0,9318.0,18.0,0.0,4.2,15867,1.0,6548.0,27.0,1782.0,False,3
1401.0,3955.0,5.0,0.0,4.1,22598,1.0,1259.0,27.0,2466.0,False,2
14795.0,2466.0,10.0,0.0,3.9,3433043,1.0,8804.0,24.0,1027.0,False,2
8238.0,4833.0,16.0,0.0,4.5,69145,1.0,4400.0,18.0,1849.0,False,3
16151.0,15331.0,8.0,0.0,3.1,24959,0.0,12796.0,27.0,688.0,False,1
28333.0,27327.0,5.0,0.0,4.7,3843862,1.0,14568.0,24.0,1448.0,False,3
77.0,21695.0,8.0,0.0,3.0,123659,1.0,35.0,18.0,1689.0,False,1
20160.0,4557.0,5.0,0.0,4.6,66497,1.0,1573.0,15.0,72.0,False,3
554.0,3911.0,20.0,0.0,3.2,8067,1.0,1221.0,20.0,1850.0,False,1
3460.0,13371.0,19.0,0.0,4.4,28995,1.0,3102.0,27.0,1441.0,False,3
17199.0,16317.0,18.0,0.0,3.5,23549,2.0,15313.0,18.0,1849.0,False,2
9085.0,24941.0,3.0,0.0,4.2,16791,1.0,20660.0,17.0,2189.0,False,3
29319.0,24400.0,17.0,0.0,4.1,59134,2.0,23701.0,31.0,1767.0,False,2
24629.0,11179.0,17.0,0.0,3.0,19936,1.0,8624.0,17.0,1919.0,False,1
10806.0,27173.0,10.0,0.0,3.6,230106,1.0,1361.0,15.0,865.0,False,2
4299.0,6453.0,3.0,0.0,3.2,60988,1.0,3662.0,18.0,44.0,False,1
17240.0,17437.0,16.0,0.0,3.8,52665,1.0,14933.0,18.0,2123.0,False,2
13616.0,27672.0,18.0,0.0,4.5,27808,1.0,4697.0,24.0,306.0,False,3
6389.0,21897.0,22.0,0.0,4.3,49274271,1.0,17316.0,34.0,1948.0,False,4
29348.0,5510.0,17.0,0.0,3.8,161461,1.0,2224.0,27.0,1988.0,False,2
13827.0,27013.0,14.0,0.0,4.3,29082,1.0,1502.0,18.0,1151.0,False,3
15832.0,24744.0,11.0,0.0,2.0,10193,1.0,17606.0,27.0,2438.0,False,1
22848.0,13831.0,13.0,0.0,2.5,25804,1.0,14347.0,24.0,216.0,False,1
4638.0,566.0,13.0,0.0,4.3,1598,1.0,12880.0,24.0,1823.0,False,3
17507.0,18575.0,9.0,0.0,3.3,7273,2.0,8732.0,17.0,868.0,False,2
3666.0,6294.0,10.0,0.0,3.6,1534735,1.0,3318.0,15.0,2311.0,False,2
18673.0,28486.0,12.0,0.0,3.2,9537,1.0,5468.0,18.0,1336.0,False,1
24608.0,4142.0,14.0,0.0,4.8,37965,1.0,724.0,18.0,2397.0,False,3
972.0,7921.0,17.0,0.0,3.0,834131,2.0,3488.0,15.0,377.0,False,1
14470.0,22179.0,10.0,0.0,4.1,86758529,2.0,21885.0,18.0,1424.0,False,4
12886.0,12919.0,8.0,0.0,3.2,46674,1.0,10176.0,24.0,1255.0,False,1
20447.0,13652.0,16.0,0.0,4.8,66149,2.0,3508.0,20.0,1431.0,False,3
11179.0,20040.0,5.0,0.0,3.2,1345,1.0,17830.0,18.0,1288.0,False,1
9576.0,24255.0,18.0,0.0,4.2,2870,1.0,7268.0,24.0,689.0,False,3
7752.0,406.0,5.0,0.0,4.6,9133,1.0,8218.0,15.0,2350.0,False,3
9982.0,18063.0,10.0,0.0,4.3,203201,1.0,15493.0,27.0,59.0,False,3
149.0,25686.0,13.0,0.0,3.8,11226,1.0,23539.0,34.0,1601.0,False,2
1287.0,3853.0,21.0,0.0,2.6,67429,1.0,2700.0,27.0,1995.0,False,1
26890.0,2018.0,5.0,0.0,4.5,207964,1.0,6251.0,18.0,897.0,False,3
2472.0,5386.0,0.0,0.0,2.3,30458,1.0,2420.0,24.0,5.0,False,1
21158.0,5046.0,10.0,0.0,4.3,63518885,2.0,1970.0,27.0,1996.0,False,4
24202.0,20912.0,20.0,0.0,4.3,25835,1.0,20458.0,24.0,2027.0,False,3
10272.0,22183.0,11.0,0.0,4.1,4417,1.0,20008.0,24.0,200.0,False,2
3299.0,20493.0,5.0,0.0,4.3,223189,1.0,6922.0,17.0,240.0,False,3
1995.0,929.0,14.0,0.0,3.9,25225,1.0,18525.0,18.0,1595.0,False,2
18443.0,17144.0,8.0,0.0,4.9,16318,1.0,8682.0,22.0,66.0,False,3
17315.0,19817.0,11.0,0.0,3.7,16563,1.0,17593.0,15.0,1552.0,False,2
23251.0,19446.0,20.0,0.0,4.0,144335,1.0,23808.0,20.0,252.0,False,2
20329.0,6007.0,14.0,0.0,4.5,57806,2.0,3044.0,18.0,2317.0,False,3
19799.0,27536.0,5.0,0.0,4.5,281064,1.0,2244.0,17.0,432.0,False,3
23723.0,15656.0,10.0,0.0,4.0,43374,1.0,15732.0,24.0,2251.0,False,2
26537.0,22479.0,10.0,0.0,3.4,19847,2.0,23212.0,28.0,750.0,False,2
22522.0,7492.0,11.0,0.0,4.6,145729,1.0,19373.0,17.0,1970.0,False,3
11885.0,18595.0,10.0,0.0,4.4,984706,1.0,18419.0,31.0,1996.0,False,3
14373.0,28280.0,2.0,0.0,4.0,59055,0.0,11292.0,24.0,1873.0,False,2
10705.0,13851.0,6.0,0.0,2.4,6630,2.0,10891.0,18.0,1716.0,False,1
5796.0,16081.0,2.0,0.0,4.7,68312,2.0,1215.0,24.0,550.0,False,3
28969.0,5603.0,11.0,0.0,3.5,17283,1.0,23429.0,22.0,2019.0,False,2
15469.0,19473.0,20.0,0.0,3.7,5827,1.0,23003.0,27.0,1108.0,False,2
28832.0,23365.0,2.0,0.0,2.4,128012,0.0,21213.0,11.0,1625.0,False,1
29433.0,17227.0,10.0,0.0,3.8,2777111,1.0,15428.0,27.0,1255.0,False,2
21285.0,22382.0,21.0,0.0,3.5,9622,1.0,11471.0,28.0,758.0,False,2
3008.0,1042.0,18.0,0.0,3.8,96076,1.0,7530.0,18.0,1227.0,False,2
21717.0,4428.0,8.0,0.0,3.0,284435,1.0,16951.0,27.0,1344.0,False,1
24943.0,21408.0,11.0,0.0,1.5,14540,1.0,19265.0,18.0,1336.0,False,1
9477.0,8264.0,14.0,0.0,4.7,45165,1.0,12885.0,27.0,158.0,False,3
22636.0,13124.0,20.0,0.0,4.2,36324574,1.0,16198.0,15.0,2464.0,False,4
3475.0,9669.0,10.0,0.0,4.0,281698,1.0,7147.0,15.0,742.0,False,2
20534.0,9034.0,10.0,0.0,4.1,51836,1.0,6437.0,18.0,929.0,False,2
24178.0,25841.0,21.0,0.0,4.5,7110427,1.0,18615.0,24.0,1410.0,False,3
13282.0,18676.0,20.0,0.0,2.6,20033,1.0,19045.0,18.0,2627.0,False,1
21909.0,25038.0,11.0,0.0,3.0,6797,1.0,15792.0,9.0,2258.0,False,1
8354.0,22376.0,8.0,0.0,4.5,1813,2.0,972.0,18.0,637.0,False,3
6550.0,20020.0,5.0,0.0,4.0,106142,1.0,18593.0,27.0,558.0,False,2
5843.0,4870.0,10.0,0.0,3.8,3424,2.0,481.0,9.0,554.0,False,2
28952.0,28875.0,14.0,0.0,4.1,15584,1.0,11010.0,17.0,481.0,False,2
17574.0,29124.0,11.0,0.0,2.6,137114,2.0,11315.0,27.0,95.0,False,1
24047.0,31.0,18.0,0.0,4.3,17913,1.0,738.0,20.0,897.0,False,3
20634.0,14452.0,9.0,0.0,3.9,19143,1.0,12675.0,17.0,866.0,False,2
12537.0,27558.0,20.0,0.0,3.2,17271,1.0,9726.0,27.0,44.0,False,1
11543.0,13551.0,8.0,0.0,4.6,262797,1.0,10819.0,27.0,610.0,False,3
10485.0,3081.0,10.0,0.0,4.6,12187,1.0,20094.0,18.0,2227.0,False,3
25936.0,6415.0,17.0,0.0,4.2,90492,1.0,901.0,20.0,734.0,False,3
13607.0,12345.0,13.0,0.0,3.7,290715,1.0,18331.0,17.0,1128.0,False,2
9665.0,18845.0,6.0,0.0,2.3,777187,1.0,20607.0,27.0,1988.0,False,1
16325.0,9820.0,10.0,0.0,4.0,42348,1.0,7361.0,18.0,1448.0,False,2
8823.0,9577.0,4.0,0.0,4.2,3357112,0.0,22019.0,27.0,1386.0,False,3
3014.0,12895.0,18.0,0.0,4.7,54338,1.0,11728.0,34.0,157.0,False,3
21708.0,19126.0,8.0,0.0,4.1,10003,1.0,16943.0,22.0,2522.0,False,2
26302.0,20395.0,17.0,0.0,4.1,36493,1.0,9408.0,18.0,1866.0,False,2
10991.0,11125.0,10.0,0.0,2.4,1323439,1.0,12875.0,24.0,175.0,False,1
6677.0,12119.0,5.0,0.0,4.8,50937,1.0,22507.0,18.0,2461.0,False,3
23010.0,18607.0,2.0,0.0,4.5,4349,1.0,23502.0,17.0,1436.0,False,3
4992.0,1627.0,4.0,0.0,4.0,1349937,0.0,5788.0,18.0,1948.0,False,2
22965.0,5484.0,10.0,0.0,3.8,17107,1.0,22619.0,11.0,1616.0,False,2
14690.0,26574.0,18.0,0.0,4.6,4530,1.0,18379.0,18.0,558.0,False,3
12314.0,2513.0,10.0,0.0,3.1,34988,1.0,16019.0,18.0,200.0,False,1
14628.0,21022.0,10.0,0.0,4.2,195745,1.0,18922.0,28.0,2251.0,False,3
16719.0,7426.0,11.0,0.0,2.7,19318,0.0,4566.0,27.0,1832.0,False,1
8587.0,21000.0,10.0,0.0,4.6,8079,2.0,18901.0,18.0,2533.0,False,3
19794.0,13794.0,6.0,0.0,3.2,26058,1.0,11584.0,22.0,1415.0,False,1
6983.0,16709.0,8.0,0.0,3.1,76024,1.0,4806.0,7.0,2502.0,False,1
2786.0,17209.0,10.0,0.0,3.8,664937,1.0,17805.0,27.0,233.0,False,2
28965.0,13593.0,14.0,0.0,3.8,42725,2.0,23412.0,20.0,1788.0,False,2
5042.0,22056.0,13.0,0.0,2.7,872080,1.0,16187.0,27.0,1071.0,False,1
25562.0,1810.0,10.0,0.0,3.2,15440,1.0,6665.0,24.0,241.0,False,1
26278.0,22982.0,5.0,0.0,2.3,41285,1.0,11974.0,9.0,827.0,False,1
29039.0,29489.0,19.0,0.0,3.0,34754,1.0,6705.0,28.0,1729.0,False,1
17991.0,20845.0,10.0,0.0,3.1,18951,2.0,16866.0,24.0,750.0,False,1
19203.0,28408.0,10.0,0.0,4.6,2336,1.0,2140.0,18.0,2622.0,False,3
57.0,11114.0,18.0,0.0,4.6,36355,1.0,17229.0,18.0,2596.0,False,3
18350.0,17910.0,10.0,0.0,3.2,73764,1.0,14514.0,18.0,208.0,False,1
5731.0,20961.0,18.0,0.0,4.4,39346,1.0,11785.0,18.0,1107.0,False,3
547.0,12246.0,14.0,0.0,2.6,43171,2.0,9555.0,28.0,1027.0,False,1
21746.0,19164.0,17.0,0.0,4.3,1616141394,1.0,16994.0,33.0,51.0,False,4
3321.0,22642.0,10.0,0.0,3.6,48211,2.0,20558.0,24.0,1046.0,False,2
7793.0,21761.0,10.0,0.0,2.6,75853,2.0,16538.0,24.0,874.0,False,1
27519.0,11342.0,10.0,0.0,4.1,84325,0.0,8399.0,18.0,1137.0,False,2
23175.0,2722.0,10.0,0.0,2.6,84911,2.0,13734.0,18.0,907.0,False,1
10984.0,20893.0,18.0,0.0,4.6,3038,1.0,5480.0,18.0,2094.0,False,3
6145.0,7548.0,8.0,0.0,3.4,86235,1.0,4653.0,17.0,2428.0,False,2
26337.0,5433.0,0.0,0.0,3.9,288572,1.0,19015.0,17.0,2668.0,False,2
27255.0,23039.0,16.0,0.0,4.3,17790,0.0,23737.0,27.0,2325.0,False,3
24887.0,28991.0,13.0,0.0,4.0,34924,1.0,9409.0,17.0,512.0,False,2
15007.0,4555.0,2.0,0.0,4.7,14795,1.0,7907.0,27.0,2170.0,False,3
18803.0,21521.0,10.0,0.0,3.1,768676,1.0,130.0,18.0,1359.0,False,1
16226.0,15438.0,6.0,0.0,4.1,331068,1.0,15056.0,9.0,2188.0,False,2
26222.0,4601.0,3.0,0.0,3.8,8346,1.0,1531.0,24.0,2609.0,False,2
10546.0,21033.0,11.0,0.0,3.8,6853,1.0,3069.0,20.0,2422.0,False,2
11334.0,1453.0,2.0,0.0,3.7,9499,1.0,9616.0,18.0,1327.0,False,2
22012.0,19370.0,6.0,0.0,3.8,24042,1.0,4063.0,24.0,1425.0,False,2
24443.0,15794.0,14.0,0.0,2.4,45151,1.0,14849.0,18.0,974.0,False,1
8227.0,18150.0,10.0,0.0,3.6,2862515,1.0,8889.0,24.0,1858.0,False,2
3639.0,24061.0,21.0,0.0,4.4,25292,1.0,6589.0,2.0,1968.0,False,3
29343.0,26920.0,20.0,0.0,1.4,134480,1.0,22779.0,24.0,2004.0,False,1
16224.0,2312.0,10.0,0.0,4.1,51751610,2.0,7450.0,18.0,1980.0,False,4
10001.0,28839.0,2.0,0.0,4.6,749230,1.0,18081.0,18.0,1931.0,False,3
8102.0,7808.0,16.0,0.0,3.9,19968,1.0,5060.0,34.0,920.0,False,2
18734.0,18191.0,10.0,0.0,4.5,224115,1.0,2943.0,24.0,1980.0,False,3
23089.0,19469.0,10.0,0.0,4.3,39538254,1.0,16627.0,24.0,1410.0,False,4
6872.0,21175.0,8.0,0.0,3.4,246771,1.0,5406.0,30.0,44.0,False,2
21805.0,11451.0,3.0,0.0,2.6,226495,1.0,8485.0,27.0,1018.0,False,1
28894.0,25442.0,8.0,0.0,3.4,3568,1.0,22692.0,18.0,106.0,False,2
8197.0,9047.0,5.0,0.0,2.1,27225,1.0,304.0,18.0,2678.0,False,1
132.0,18537.0,21.0,0.0,3.8,244185,1.0,2083.0,31.0,810.0,False,2
878.0,3468.0,8.0,0.0,4.2,37609,1.0,312.0,27.0,564.0,False,3
22368.0,19650.0,8.0,0.0,2.5,89432,1.0,17417.0,24.0,1750.0,False,1
22809.0,16588.0,8.0,0.0,2.2,44435,1.0,13348.0,27.0,1352.0,False,1
3257.0,13481.0,6.0,0.0,4.1,30690,1.0,15454.0,18.0,2020.0,False,2
26603.0,27875.0,11.0,0.0,3.0,178559,1.0,298.0,24.0,2629.0,False,1
1987.0,22755.0,21.0,0.0,4.0,41284,1.0,23548.0,7.0,2088.0,False,2
5194.0,27259.0,10.0,0.0,4.3,707314,1.0,16507.0,18.0,420.0,False,3
27723.0,19399.0,10.0,0.0,3.1,91613,1.0,18478.0,15.0,592.0,False,1
3839.0,2980.0,10.0,0.0,3.3,35740,2.0,18259.0,18.0,1559.0,False,2
16250.0,15471.0,9.0,0.0,4.1,27114,1.0,12863.0,18.0,73.0,False,2
13164.0,2562.0,13.0,0.0,2.6,65446,1.0,18562.0,9.0,1864.0,False,1
27402.0,5178.0,11.0,0.0,2.5,24990,1.0,2049.0,30.0,1360.0,False,1
5697.0,7256.0,11.0,0.0,2.2,26384,1.0,4421.0,18.0,108.0,False,1
13595.0,27342.0,18.0,0.0,4.4,72362,1.0,9476.0,17.0,1436.0,False,3
7133.0,19280.0,20.0,0.0,4.3,20640,1.0,12127.0,24.0,557.0,False,3
8657.0,12920.0,10.0,0.0,4.4,131901048,1.0,5542.0,15.0,1908.0,False,4
24348.0,21916.0,0.0,0.0,2.9,15599,1.0,18817.0,27.0,1394.0,False,1
25904.0,245.0,10.0,0.0,4.6,38756,2.0,19965.0,15.0,2033.0,False,3
25443.0,19086.0,10.0,0.0,4.0,69575,1.0,13257.0,18.0,2204.0,False,2
23383.0,28848.0,3.0,0.0,4.4,785498,1.0,229.0,24.0,73.0,False,3
10944.0,2442.0,5.0,0.0,4.1,949610,1.0,4181.0,28.0,1621.0,False,3
12753.0,23857.0,10.0,0.0,2.7,32528,1.0,10437.0,15.0,1049.0,False,1
1862.0,10119.0,10.0,0.0,4.3,97217948,1.0,7717.0,18.0,1759.0,False,4
10881.0,893.0,11.0,0.0,2.1,11797,1.0,8477.0,28.0,1980.0,False,1
19498.0,937.0,8.0,0.0,3.4,141717,1.0,11747.0,24.0,1940.0,False,2
14991.0,5861.0,10.0,0.0,4.1,528582,1.0,2284.0,18.0,2418.0,False,2
9687.0,19439.0,2.0,0.0,3.5,14422,1.0,17873.0,15.0,1750.0,False,2
12020.0,25386.0,8.0,0.0,2.0,55237,1.0,9682.0,24.0,786.0,False,1
11283.0,19463.0,5.0,0.0,4.0,23138,1.0,23450.0,15.0,1805.0,False,2
296.0,12273.0,6.0,0.0,4.5,87023,1.0,19304.0,20.0,1526.0,False,3
22018.0,24964.0,16.0,0.0,4.0,139310,1.0,7041.0,17.0,1199.0,False,2
12.0,5967.0,10.0,0.0,2.5,16615,1.0,3021.0,30.0,2380.0,False,1
20707.0,27765.0,14.0,0.0,4.4,61081,1.0,13899.0,27.0,801.0,False,3
13651.0,440.0,10.0,0.0,4.2,1394922,2.0,22490.0,9.0,299.0,False,3
5746.0,7280.0,10.0,0.0,3.7,948212,0.0,4699.0,9.0,843.0,False,2
6818.0,8003.0,17.0,0.0,4.4,33729225,1.0,13457.0,27.0,1336.0,False,4
11490.0,20954.0,14.0,0.0,4.5,134572,1.0,17083.0,24.0,891.0,False,3
11872.0,11684.0,17.0,0.0,2.4,23881,1.0,9050.0,30.0,1988.0,False,1
6712.0,1166.0,18.0,0.0,3.8,325028,1.0,17008.0,9.0,508.0,False,2
28500.0,22028.0,20.0,0.0,2.7,14289,1.0,18724.0,7.0,1555.0,False,1
22198.0,1883.0,6.0,0.0,3.8,181131,2.0,17238.0,18.0,1307.0,False,2
24027.0,7419.0,11.0,0.0,4.2,115086,2.0,22842.0,18.0,1930.0,False,3
14349.0,9941.0,11.0,0.0,2.6,238907,1.0,7395.0,24.0,2399.0,False,1
17800.0,27215.0,3.0,0.0,3.5,8378,1.0,14033.0,34.0,87.0,False,2
24395.0,26835.0,12.0,0.0,1.7,323273,1.0,12779.0,24.0,2256.0,False,1
2977.0,6521.0,5.0,0.0,4.8,3121,1.0,3744.0,18.0,831.0,False,3
26987.0,20366.0,14.0,0.0,4.6,36960155,1.0,18086.0,18.0,1816.0,False,4
13660.0,26476.0,18.0,0.0,3.1,3598,1.0,1012.0,30.0,1395.0,False,1
2720.0,19214.0,13.0,0.0,3.7,109105,1.0,17023.0,34.0,1085.0,False,2
25787.0,23263.0,10.0,0.0,4.3,198903,0.0,20854.0,18.0,1816.0,False,3
14172.0,13834.0,8.0,0.0,4.4,9129,1.0,6899.0,31.0,2148.0,False,3
21754.0,19430.0,17.0,0.0,4.1,539007518,1.0,16994.0,15.0,2075.0,False,4
2744.0,1204.0,14.0,0.0,4.2,35411,1.0,5426.0,18.0,2449.0,False,3
25583.0,5936.0,5.0,0.0,3.1,33319,1.0,19750.0,30.0,1404.0,False,1
16265.0,13327.0,6.0,0.0,3.1,91914,2.0,10643.0,27.0,1807.0,False,1
